"","abandona","plan_internacional","minutos_dia","llamadas_dia","minutos_noche","llamadas_noche","minutos_internacionales","llamadas_internacionales","reclamos"
"4482","No","no",112.7,123,251.9,110,10.4,2,0
"4483","No","no",173.2,98,245.7,91,11.5,7,1
"4484","No","no",225.6,102,186.7,128,6.7,2,1
"4485","No","yes",195.7,123,136.4,72,7.9,6,1
"4486","No","no",214,100,105.1,112,11.3,1,0
"4487","No","no",271.7,67,101.1,55,17.2,5,1
"4488","No","no",257.7,98,104.4,123,9.8,3,1
"4489","Yes","yes",133.2,90,214.1,120,12.5,2,1
"4490","Yes","no",248.7,113,262.7,46,7.5,3,5
"4491","No","no",180.8,93,192.3,66,10.5,7,2
"4492","No","yes",229,80,291.4,91,12.4,5,1
"4493","Yes","no",276.3,94,221.4,87,7.2,1,1
"4494","No","no",133.1,117,218.1,92,10.9,4,3
"4495","No","no",248.3,63,159.1,94,9.6,4,1
"4496","No","no",230.4,95,179,90,10.4,9,3
"4497","No","no",185.8,118,208.4,115,10.7,9,1
"4498","No","no",183.9,88,190.2,78,16.6,7,2
"4499","No","yes",132.9,86,196.3,102,7.8,3,0
"4500","No","no",221,109,229.4,113,8.6,5,3
"4501","No","no",179,81,168.6,74,15.8,7,1
"4502","No","yes",188.8,119,208.5,116,5.8,3,3
"4503","Yes","yes",135.6,101,154,118,9.8,3,4
"4504","No","yes",172.5,103,261.6,104,10.8,4,2
"4505","No","no",132.6,100,168.9,105,0,0,1
"4506","No","no",127.7,81,260,125,4.7,6,1
"4507","No","no",156.3,75,118.2,115,8.8,2,1
"4508","Yes","no",234.6,102,195.6,102,11.6,4,1
"4509","No","no",202.1,95,214.6,165,13.1,7,1
"4510","No","no",272.2,112,257.3,124,11.6,2,1
"4511","No","no",245.2,109,159.2,96,9.1,8,1
"4512","No","no",207.6,82,149.7,68,11.2,6,1
"4513","No","no",222.9,97,187.6,99,10.1,3,1
"4514","Yes","no",273.8,96,201.5,83,10.8,3,1
"4515","No","no",192.8,98,266.3,102,11.4,6,2
"4516","No","no",268.7,81,185.6,86,9.4,6,0
"4517","No","no",178.8,91,262.4,119,9,8,1
"4518","No","no",197.3,82,222,89,7.4,3,1
"4519","No","no",233.9,97,177,83,9.5,4,1
"4520","No","yes",207.1,87,146,95,4.4,5,2
"4521","No","no",136.8,84,235.2,151,5,3,2
"4522","No","no",159.4,126,141.6,121,11.1,4,1
"4523","No","no",112.1,122,271.6,104,11.1,5,0
"4524","No","no",238.6,117,203.3,130,10,8,4
"4525","No","yes",163.5,85,253.1,116,9.8,4,1
"4526","No","yes",127.2,94,110.7,106,11.2,3,2
"4527","No","no",145.8,95,247.5,87,9.6,5,0
"4528","No","no",250.1,108,208.5,84,11.1,3,2
"4529","No","no",234.2,110,246.4,135,7.1,4,0
"4530","No","no",101.5,83,214.3,113,11.7,4,3
"4531","No","no",119.6,133,227.3,54,13,3,1
"4532","No","no",221.9,66,176.5,141,10.7,6,1
"4533","No","no",158.2,85,159.9,133,7.7,7,1
"4534","No","no",193.2,139,226.4,133,7.8,2,1
"4535","No","no",217.7,108,242.9,100,8.8,6,1
"4536","No","no",199.8,94,162.6,99,10.1,4,0
"4537","No","no",171.9,77,140.3,125,14.6,4,2
"4538","Yes","no",67.7,67,288.3,103,12.3,2,6
"4539","No","no",228.2,90,183.1,79,10.5,4,4
"4540","No","no",191.5,93,189.1,103,14.1,9,1
"4541","No","no",171.5,86,155.1,82,8.5,2,2
"4542","No","no",151.1,92,205.8,72,9.8,4,0
"4543","No","no",134.3,99,297.7,91,7.6,2,3
"4544","No","no",117.8,64,148.4,59,10.9,5,1
"4545","No","no",181.2,71,213.6,145,12.1,2,3
"4546","No","no",152.3,91,294.3,73,9,3,2
"4547","No","no",204.4,91,235,64,11.5,3,2
"4548","No","no",283.9,98,159,110,11.3,5,2
"4549","No","no",142.7,94,165.3,65,10,4,0
"4550","No","no",145.4,92,183.9,43,9.3,3,2
"4551","No","no",211.7,94,252.7,90,7.2,2,4
"4552","No","no",192.6,129,203.1,105,11.4,2,3
"4553","No","no",52,60,185.8,85,12.3,2,2
"4554","No","no",237.7,94,223.1,98,9.5,3,1
"4555","No","no",203.6,108,236.2,114,12,5,1
"4556","No","no",192.4,79,244.8,83,8.3,5,1
"4557","No","no",212.5,88,194.6,52,8.6,6,0
"4558","No","no",114.4,114,238.4,121,11.6,4,3
"4559","No","no",222.8,82,231.1,75,13.3,5,1
"4560","No","no",207.7,75,226.7,98,11.6,6,2
"4561","No","no",249.4,117,162.2,94,12.3,2,1
"4562","No","no",157.9,84,215.4,87,11.5,3,3
"4563","Yes","no",137.9,160,166.6,70,14.3,3,5
"4564","No","no",176,97,193.5,134,8.5,5,1
"4565","No","no",158.8,120,177.6,140,6.2,6,2
"4566","No","no",234,117,258.8,105,9.8,3,1
"4567","No","no",132.3,105,195.5,127,5.4,3,0
"4568","No","no",276.6,76,279.6,88,6.8,3,3
"4569","Yes","no",108.2,92,185.5,155,13.2,11,4
"4570","No","no",156,94,196.9,84,14.3,3,0
"4571","No","no",208.5,124,221.1,95,9.8,3,0
"4572","No","no",243.4,88,156.4,80,9.7,4,2
"4573","Yes","yes",275.4,89,201.3,87,9.4,2,0
"4574","No","no",198.1,89,109.5,106,7,3,1
"4575","No","no",109.8,112,247.5,96,17.8,2,1
"4576","No","no",120.5,99,224.7,141,8.6,2,2
"4577","Yes","no",256.6,96,190.2,91,11.1,3,1
"4578","Yes","yes",200,98,323.7,96,8.9,2,0
"4579","No","no",85.8,88,195.9,91,11,2,1
"4580","No","no",174,96,220.3,97,11.4,3,1
"4581","No","no",221.4,95,106.2,70,10,3,1
"4582","No","no",133.1,52,247.2,118,11.9,3,3
"4583","No","no",195.2,77,231.8,59,12.2,4,2
"4584","No","no",246.4,108,208.1,125,14.1,8,2
"4585","No","no",199.2,80,82.3,77,9.6,4,2
"4586","No","no",235.4,92,211.9,99,8.9,2,3
"4587","No","yes",170.9,73,130.8,94,6.1,7,2
"4588","No","no",155.9,90,189.1,95,8,2,2
"4589","No","no",102.4,102,182.3,97,7.1,5,2
"4590","No","no",200.5,117,196.2,84,16.3,6,3
"4591","No","no",192.2,101,230.2,129,8,6,1
"4592","No","no",202.7,124,184.7,50,14.7,6,1
"4593","Yes","no",84.3,116,167.7,75,8.3,6,4
"4594","No","no",168,127,152.7,127,11.8,5,0
"4595","No","yes",278.1,86,241.5,77,11.3,4,0
"4596","No","no",128.3,89,166.6,128,11.2,5,1
"4597","No","no",227.8,107,259.7,72,12.4,3,0
"4598","Yes","yes",54.8,74,214.4,91,13.4,5,1
"4599","No","no",140.2,102,143.7,102,14,1,1
"4600","Yes","no",271.2,110,201.8,102,13.2,4,0
"4601","No","no",180,116,280.3,95,10.1,5,2
"4602","No","no",189.8,122,270.8,120,12.7,2,1
"4603","No","no",257.3,117,306.2,102,8.2,5,3
"4604","No","no",103.3,93,187.2,118,11.4,6,1
"4605","No","no",208.1,115,195.9,95,12.4,9,3
"4606","No","no",195.1,65,124.4,96,9.2,6,2
"4607","No","no",162.6,97,218.8,92,11.3,4,1
"4608","No","no",168.4,74,147.4,117,8,4,1
"4609","No","no",197.8,84,201.7,132,5.7,4,1
"4610","No","no",212.4,118,214.8,98,9.8,5,1
"4611","No","no",63.7,114,247.6,114,8.8,4,0
"4612","No","no",193.8,90,153.3,120,10.1,9,3
"4613","No","no",144,81,158.6,122,8.5,6,3
"4614","No","no",189,91,163.6,116,15.7,1,3
"4615","No","no",127.5,126,200.9,91,13,3,1
"4616","No","no",168.9,98,165.5,96,14.3,3,0
"4617","No","no",204.7,100,202.8,115,12.1,4,2
"4618","No","no",203.5,125,184.4,118,13.6,5,1
"4619","No","no",226.8,87,160.1,89,9.2,3,0
"4620","No","no",152.1,114,194.6,111,7.5,6,0
"4621","No","no",139.1,95,186.8,120,11.8,5,2
"4622","No","no",150.5,121,183.9,97,8.3,2,0
"4623","No","no",231.9,73,225.7,86,11.5,3,3
"4624","No","no",207.1,79,233.7,73,7.4,8,1
"4625","Yes","no",225.4,104,134.1,109,15.3,5,2
"4626","No","no",116.4,115,285.2,103,12.8,4,1
"4627","No","no",195.7,104,324.7,110,8.6,9,0
"4628","No","no",79.4,99,204.7,114,9.1,5,0
"4629","Yes","no",102.9,114,277.6,99,11,4,6
"4630","No","no",99.7,74,220.3,73,14.4,4,0
"4631","No","no",213.4,107,180.1,125,7.9,4,0
"4632","No","no",185.1,103,305.2,79,13.2,6,5
"4633","No","no",166.5,101,221.9,112,11.5,10,3
"4634","No","no",220.1,100,250.3,98,11.6,8,1
"4635","No","yes",78.4,117,119.5,75,7.2,5,0
"4636","No","no",102.8,93,158.9,110,8.9,5,1
"4637","Yes","yes",160.3,115,203.2,89,11.7,2,0
"4638","No","no",181.3,134,271.2,122,10.3,3,1
"4639","Yes","no",281.1,113,230.1,60,10.9,3,1
"4640","No","no",172.5,56,180.9,90,6.9,2,3
"4641","Yes","no",251.3,91,249,70,12.9,2,1
"4642","No","no",141.9,103,211.2,117,10.9,11,1
"4643","No","no",148,96,220.3,99,9.7,5,3
"4644","Yes","yes",200.7,72,188.2,97,13.4,7,2
"4645","No","no",238.3,83,167.7,79,9.4,6,5
"4646","No","no",220.1,103,272.6,147,7.4,5,2
"4647","No","no",124.7,99,208.6,95,8,3,0
"4648","No","no",147,101,250.8,97,9.2,3,1
"4649","No","no",194.2,107,89.3,83,11.2,2,2
"4650","No","no",214.9,91,262.7,64,8.1,2,0
"4651","Yes","no",269.8,94,212.2,135,4.7,6,1
"4652","No","no",151.2,147,296.1,98,11.1,2,2
"4653","No","no",111.3,110,187.6,66,10.2,12,1
"4654","No","no",273.8,120,193.9,127,11.2,3,0
"4655","No","no",142.6,88,246.4,80,14,4,1
"4656","No","no",178,49,265.1,114,6.2,5,3
"4657","No","no",180.5,94,225.4,113,7.4,2,1
"4658","No","no",141.7,125,170.3,81,9.3,2,1
"4659","Yes","no",289.3,73,186.7,94,6.4,7,1
"4660","No","no",193.4,91,257.2,94,9.5,5,2
"4661","No","no",184.2,92,100.1,64,11.3,4,1
"4662","No","no",144.1,87,174.7,90,12.4,4,2
"4663","No","no",180.3,84,280.1,62,12.1,1,3
"4664","No","no",179.2,76,196.5,108,15.1,3,1
"4665","No","no",50.6,91,255.4,114,13.7,5,2
"4666","No","no",223.7,73,282.9,51,11.1,1,2
"4667","No","no",220.5,110,156.5,102,5.6,7,1
"4668","No","yes",217.6,110,178.8,106,10.4,8,2
"4669","No","no",138.3,81,158,113,11.6,1,2
"4670","No","no",160.3,86,163.3,109,12.7,3,2
"4671","No","no",191.8,67,252.7,112,10.8,3,6
"4672","No","no",166.6,102,147.2,121,9.1,6,3
"4673","No","no",207,109,148.7,111,5.7,6,1
"4674","No","no",103.9,112,155.7,119,8.5,5,0
"4675","No","no",214.9,103,272.6,110,9.6,3,2
"4676","No","no",165.9,122,202.1,94,8.3,3,1
"4677","Yes","yes",92.2,95,119.1,99,5.7,1,1
"4678","No","no",182.3,106,150.5,98,10.9,6,1
"4679","Yes","no",211.4,94,243.2,108,5.5,5,1
"4680","No","no",151.2,118,169.8,113,5.6,17,0
"4681","No","no",178.8,64,240.5,89,5.5,4,2
"4682","No","no",136,90,137.5,48,5.5,3,0
"4683","No","no",87.1,110,137.9,89,14.4,4,2
"4684","No","no",169,87,118.7,102,12.2,3,3
"4685","No","no",196.7,117,199.9,62,10.1,11,3
"4686","No","no",114.6,94,209.7,97,8.3,5,2
"4687","No","no",204.5,88,229.6,78,12.6,8,0
"4688","Yes","yes",272.8,60,245.1,67,6.1,8,5
"4689","No","no",174.8,110,119.5,103,12,2,3
"4690","No","yes",128.9,71,209.1,100,9.9,4,0
"4691","No","no",54.8,123,173.6,119,11.5,1,1
"4692","No","no",259,105,255.1,107,11.1,3,3
"4693","Yes","no",182.6,76,162.6,127,12,1,6
"4694","No","no",123,111,258.8,91,9.3,12,1
"4695","No","no",169.9,96,188,82,8.6,2,2
"4696","No","no",201.4,85,258.5,113,11.9,5,2
"4697","No","no",124.2,146,156.7,108,11.5,6,3
"4698","No","no",128.2,109,211,90,8.1,4,0
"4699","No","no",214.3,126,189.7,116,10.6,4,4
"4700","No","no",243.3,107,138.5,117,11,4,4
"4701","No","no",200.7,107,204,136,12.9,3,4
"4702","No","no",231.4,93,257.2,124,11.4,5,2
"4703","No","no",235,85,147.1,88,7.7,3,2
"4704","No","no",237.5,117,163.9,114,9.7,3,1
"4705","No","no",228.3,80,156.7,98,8.4,9,1
"4706","No","no",160.5,123,150.4,94,10.7,5,1
"4707","No","no",185.6,125,284.7,87,6.9,3,1
"4708","No","no",214.3,138,0,0,8.3,5,1
"4709","No","no",240.8,105,253.4,69,7.6,3,4
"4710","No","no",104.2,75,187.2,107,9.2,2,1
"4711","Yes","no",273.8,94,295.9,89,10.4,2,3
"4712","No","yes",194.4,105,239.1,129,9.6,5,0
"4713","No","no",130.2,94,195.5,68,7.6,5,2
"4714","No","yes",123.7,114,191.8,102,7.9,3,0
"4715","No","no",142.8,106,212.8,74,7.2,8,0
"4716","No","no",206.1,134,332.2,90,10.2,2,3
"4717","No","no",182.4,92,174.4,110,10.1,2,1
"4718","No","no",179.9,100,225.7,114,11.4,4,2
"4719","No","no",228.4,103,199.9,67,9.4,7,3
"4720","No","no",202,100,231.8,119,3.4,4,1
"4721","No","no",148.8,89,147.6,73,6.3,2,1
"4722","Yes","yes",191.3,120,162.9,110,10.2,2,2
"4723","No","no",159.9,70,227.9,95,9,1,1
"4724","No","yes",191.7,97,103.9,96,4.9,4,2
"4725","No","no",86.4,102,113,84,11.9,6,2
"4726","No","no",151.2,89,169.3,107,9.3,2,2
"4727","No","no",196.2,105,201.5,110,6.9,11,0
"4728","No","no",182.1,136,355.1,135,12,7,2
"4729","No","no",155.1,110,237.4,115,11.3,2,3
"4730","No","no",125.9,90,230,71,7.3,7,0
"4731","No","no",136.1,146,163.1,116,18.5,2,2
"4732","No","no",284.3,115,143,83,3.5,4,0
"4733","No","no",199.7,76,220.1,108,13.7,6,1
"4734","No","no",98.2,87,246,99,13,5,2
"4735","No","no",247.6,65,150,138,7.3,5,3
"4736","Yes","no",254.3,87,236.3,98,11.6,5,1
"4737","No","no",241.3,113,129,131,11.8,6,3
"4738","Yes","no",111.8,106,233,93,11.5,4,4
"4739","No","no",163.7,123,194,115,8,5,1
"4740","No","no",164,112,155.5,122,10.2,4,1
"4741","Yes","no",97,96,322.2,79,10.8,3,5
"4742","No","no",195.2,101,270,91,11.4,3,0
"4743","No","yes",157.6,101,260.8,107,9.8,4,1
"4744","No","no",168.7,125,184.1,86,6.8,6,2
"4745","Yes","no",253.6,110,161.3,103,10.2,3,3
"4746","No","no",199,96,180.2,78,7.5,7,1
"4747","No","no",182.5,58,189.1,97,8.6,5,1
"4748","No","no",81.2,91,245.9,85,10.9,4,1
"4749","No","no",179.1,110,240,109,6.5,3,0
"4750","No","no",182.7,98,220.6,105,8.1,4,1
"4751","No","no",207,94,137.6,60,10.4,4,2
"4752","No","no",243.4,76,120.5,105,10,5,4
"4753","No","no",157.4,89,147.7,150,10.8,4,0
"4754","No","no",233.9,76,228,82,12.8,5,3
"4755","No","no",195.4,71,233.1,132,12.9,2,3
"4756","No","no",180.4,121,199.5,99,14.8,5,0
"4757","No","no",172.3,92,223.4,100,9.7,1,2
"4758","No","no",144.7,91,233.5,98,12.6,8,1
"4759","No","no",143.6,119,173.6,89,10.9,4,2
"4760","No","no",88.1,60,169,87,13.3,4,2
"4761","No","no",254.1,75,185.9,109,6.6,2,2
"4762","No","no",131.5,64,158.6,106,14.8,5,0
"4763","No","no",156.8,104,249,112,7.4,8,0
"4764","No","no",196.9,58,216.6,101,9.8,3,1
"4765","No","no",178,140,242.2,91,12,6,2
"4766","No","no",195.8,105,172,128,11.8,2,2
"4767","No","no",141.3,120,195.9,94,13.3,5,1
"4768","No","no",125.5,67,227.1,97,11,1,2
"4769","No","no",200.5,117,134,89,6.7,5,4
"4770","No","no",205.5,87,182.3,69,5.2,3,2
"4771","No","no",152.1,116,142.8,98,7.6,3,0
"4772","No","no",216.5,113,164.5,125,7.3,1,3
"4773","Yes","no",119.3,94,156.7,78,12.1,6,5
"4774","Yes","no",113.9,90,214.5,98,12.9,8,4
"4775","No","no",228.6,130,195.3,118,11.9,7,0
"4776","No","no",106.5,116,183.2,124,8.2,5,1
"4777","Yes","no",254.1,112,267.1,124,16.3,3,0
"4778","No","no",163.2,69,175.6,109,9.9,2,3
"4779","Yes","no",134,83,197.3,107,7.8,4,6
"4780","No","no",176,84,178.2,86,14.8,5,2
"4781","No","no",180.1,112,131.6,111,11.4,7,1
"4782","No","no",180.1,77,169.4,104,11.1,2,0
"4783","No","no",94.8,113,219.3,106,6.8,4,1
"4784","No","no",210.4,75,230.5,129,12.5,2,1
"4785","No","no",174.2,93,264.2,83,9.9,7,1
"4786","No","no",189.7,110,175.2,79,8.5,8,2
"4787","No","no",259,96,130.1,95,7.5,7,1
"4788","No","no",86.4,69,225.4,119,4.8,4,2
"4789","Yes","no",136.9,120,172.9,94,11.9,4,4
"4790","No","no",234.9,111,194.6,80,15.4,3,1
"4791","No","no",196.5,104,209.6,110,14.1,4,6
"4792","No","no",221.4,120,192,68,13.6,2,0
"4793","No","no",170.2,113,112,108,13,1,2
"4794","No","no",191.9,139,179.5,91,11.7,4,0
"4795","No","yes",172.1,138,279,81,9.2,6,2
"4796","No","no",189.9,104,159.8,113,10.1,6,1
"4797","No","no",147.8,71,260.8,95,6.9,3,1
"4798","No","no",62.5,68,142.4,96,12.5,5,1
"4799","Yes","no",256.6,119,236,97,12.2,5,1
"4800","No","no",123.7,98,181,118,9.6,5,1
"4801","No","no",113.1,77,101.4,94,13.4,3,1
"4802","No","no",220,102,136.2,90,10.3,2,1
"4803","No","no",147.7,105,267.2,95,11,3,1
"4804","Yes","no",271.9,106,247,110,9.3,3,1
"4805","No","no",196.2,107,203.8,88,13.2,4,1
"4806","No","no",111.3,92,116.9,80,10.8,8,1
"4807","No","no",176.7,129,183.9,51,9.1,4,0
"4808","No","no",211.3,91,184.1,134,6.3,4,2
"4809","No","no",219,98,166.3,132,6.8,3,2
"4810","Yes","no",284,92,203.4,141,6.6,2,1
"4811","No","no",174.1,94,216.9,108,16.2,3,1
"4812","No","no",124,77,151.2,111,13.1,2,0
"4813","No","no",175.6,127,199.5,109,12.3,2,2
"4814","No","no",111.7,116,176.5,76,8,5,1
"4815","No","no",37.4,102,191.9,100,8.3,5,2
"4816","No","no",201.4,112,200.2,135,10.7,2,1
"4817","No","no",156,88,244.9,113,11.4,9,1
"4818","No","no",162.9,103,172.4,111,7,5,4
"4819","No","no",211.4,111,216.5,87,10.5,2,2
"4820","No","no",170.6,79,193.6,102,6,3,0
"4821","No","no",203.9,126,221.9,72,10.5,2,3
"4822","No","no",157.3,83,112,101,9.7,4,1
"4823","No","no",172.7,112,242.3,68,4.1,1,0
"4824","No","no",196.6,87,124.9,100,11.4,3,2
"4825","No","no",147.7,95,237.1,106,8.9,8,3
"4826","Yes","yes",197.6,105,126.8,100,9.2,1,3
"4827","No","no",186.7,74,224.6,137,12,4,1
"4828","No","no",198.5,104,212.2,125,10.8,2,1
"4829","No","no",161.1,133,60.3,93,12.2,2,2
"4830","No","no",190.8,76,227.3,95,5.9,1,2
"4831","No","no",195.2,100,298.3,115,11.5,4,1
"4832","No","no",245.5,39,156.9,68,10.1,10,5
"4833","Yes","no",290.5,123,159.3,96,11.3,5,2
"4834","No","no",165.2,103,170.9,90,11.8,2,1
"4835","No","no",66.6,147,144.2,106,13,3,2
"4836","No","no",198.9,101,145.3,55,11.4,4,1
"4837","No","no",169.2,91,108,115,13,5,1
"4838","Yes","no",275.5,76,327.3,87,4.8,2,3
"4839","No","no",226.6,119,219.4,141,11.7,2,3
"4840","No","no",158.2,130,291,117,12.9,3,2
"4841","No","no",186.4,85,294.7,73,9.1,5,1
"4842","No","no",194,83,205.8,111,9.3,4,1
"4843","No","no",165.8,94,247.8,64,12.4,7,3
"4844","No","no",143.2,127,233.5,94,12.7,3,2
"4845","No","no",238.6,107,196,124,6.2,4,1
"4846","No","yes",113,63,146.8,61,10.9,7,1
"4847","No","no",136.1,95,157.2,118,8.9,5,1
"4848","No","no",149.6,74,174.1,100,16.4,7,0
"4849","No","no",232,80,109.6,117,12,6,1
"4850","No","no",167.2,94,313.1,109,7.8,5,3
"4851","No","no",162.4,87,117.4,125,5.8,5,2
"4852","No","no",189.6,89,230.9,105,5.4,8,3
"4853","No","no",247.6,97,217.7,91,12.1,6,1
"4854","No","no",179.4,108,133.3,78,13.4,7,2
"4855","No","no",245.1,68,244.2,80,11.5,4,2
"4856","No","no",127.2,56,176.6,84,13.2,3,3
"4857","Yes","no",271.9,104,239.2,111,13.8,4,2
"4858","No","no",142.7,80,228.1,87,12,11,2
"4859","No","no",94.5,97,230.2,99,9.2,3,2
"4860","No","no",173.3,114,144.4,118,12.3,3,2
"4861","No","no",241.7,115,170.7,94,4.5,5,2
"4862","Yes","yes",267.5,134,223,108,8.3,4,3
"4863","Yes","no",290.1,143,147,80,7.4,4,2
"4864","No","no",246,136,118.8,99,4,2,2
"4865","No","no",216.5,60,247,99,5.7,6,2
"4866","No","no",240.5,103,212.8,69,10.4,5,2
"4867","No","no",284.5,104,171.4,93,12.5,4,1
"4868","No","no",131.7,85,235.1,77,8.9,3,1
"4869","No","no",211.9,126,226.2,125,13.8,2,1
"4870","No","no",168.9,88,273.2,108,14.6,3,3
"4871","No","yes",230.5,126,159.1,152,10.6,3,1
"4872","No","no",195.5,77,217.8,133,7.3,2,1
"4873","No","no",112.3,101,141.2,118,13.3,2,1
"4874","No","no",103.6,107,169.5,103,6.6,6,0
"4875","No","no",121.5,80,179.5,94,10.4,5,1
"4876","No","no",175.8,116,237.4,106,5,4,0
"4877","No","no",187,95,212.3,105,7.9,2,2
"4878","No","no",165.9,98,208.9,120,11.2,11,2
"4879","No","no",152,86,161.9,98,9.3,3,1
"4880","No","yes",207.5,92,189,68,9.8,3,2
"4881","No","no",232.9,119,222.5,59,10.7,3,0
"4882","No","no",146.8,99,146.1,68,9.3,2,0
"4883","No","no",201.9,114,184.5,122,12.1,10,0
"4884","No","no",121.4,95,163.6,103,13.8,4,2
"4885","No","no",201.8,121,174.1,151,13.5,4,1
"4886","No","no",265.7,130,140.3,103,8.7,1,3
"4887","No","no",243.4,96,217.8,95,12.2,3,1
"4888","No","no",152.4,101,143,96,11.1,9,0
"4889","No","no",139.7,112,168.5,65,15.1,7,1
"4890","No","no",170.2,83,188,67,11.1,7,2
"4891","Yes","no",144.1,111,132.9,110,13.6,3,4
"4892","No","no",128.9,85,275.3,103,11.1,3,1
"4893","No","no",6.6,107,252.5,131,5.6,3,0
"4894","No","no",94.3,97,176.5,149,9.6,4,1
"4895","No","no",230.7,122,208.9,73,9.2,1,3
"4896","Yes","yes",144.3,70,304.3,137,7,2,1
"4897","No","no",126,124,186.4,99,8.6,1,1
"4898","No","no",281.6,103,196.8,86,7.4,3,2
"4899","Yes","no",298.1,113,228.1,98,8.2,4,4
"4900","No","no",143.3,98,207.3,122,11.4,3,2
"4901","No","no",88,81,237.7,90,9.8,2,2
"4902","No","no",121,139,141,90,5.3,8,1
"4903","No","no",212.9,80,187.6,99,8.8,4,2
"4904","No","no",217.5,116,210.4,99,8.7,3,1
"4905","No","no",138.1,115,213.9,100,11.7,4,1
"4906","No","no",212.1,90,234,84,7.1,4,0
"4907","No","no",196,85,205.9,110,9.7,1,1
"4908","No","no",186.2,95,183.9,93,7.8,6,0
"4909","No","yes",145.8,106,143.9,123,11.9,4,1
"4910","No","no",137,100,218.7,64,5.8,4,2
"4911","No","no",191.3,120,100.3,132,8.6,9,3
"4912","No","no",232.7,97,194.3,113,10.2,7,1
"4913","No","no",86,105,185.7,83,8.2,3,3
"4914","No","no",139.8,58,252.8,113,11.1,6,1
"4915","Yes","no",301.4,87,148.6,95,14.4,5,0
"4916","No","no",195,81,213.9,132,11.1,6,0
"4917","No","no",202,106,152.9,92,6,6,4
"4918","Yes","yes",211.6,87,239.2,99,14.1,11,0
"4919","Yes","no",272.5,113,172.4,96,10.1,5,2
"4920","Yes","yes",323.7,106,204.4,89,8.5,3,6
"4921","No","no",214.2,121,216.8,132,11.7,10,3
"4922","Yes","no",143.6,98,200.2,104,9.3,2,3
"4923","No","no",135.7,108,160.5,125,13,7,1
"4924","No","no",203.1,104,246.1,105,9.7,6,0
"4925","Yes","no",281.2,78,188.4,92,8.5,4,0
"4926","No","no",136.2,103,263.4,135,8.3,3,1
"4927","No","no",207.1,86,243,102,6,1,1
"4928","No","no",189.9,87,177.4,114,15.6,2,0
"4929","No","no",245.9,113,187.9,108,10.4,8,1
"4930","No","no",145.6,105,156.6,102,12.2,7,1
"4931","No","no",202.9,96,217.4,123,10.1,3,4
"4932","No","no",210.7,119,248.2,92,7.9,6,2
"4933","No","no",217.2,92,157.9,101,11.4,10,1
"4934","No","no",158.9,96,216.5,97,10.8,4,2
"4935","No","no",198,101,241.2,105,8.3,10,4
"4936","No","no",212.8,117,222.7,88,0,0,1
"4937","No","no",145.8,59,219.2,104,9.8,3,0
"4938","Yes","yes",180.9,121,179.3,74,8.6,2,2
"4939","No","no",209.9,109,154.2,121,9,5,1
"4940","Yes","no",112.9,81,188.4,122,11.3,7,4
"4941","No","no",242.5,71,231,84,6.3,3,3
"4942","No","no",190.1,114,132.5,122,9.2,5,3
"4943","No","no",185.9,106,224.7,87,9.3,4,2
"4944","Yes","no",265.8,122,183.6,124,13.6,9,2
"4945","No","no",184.7,109,148.8,103,11.3,4,2
"4946","No","no",217.1,115,173.7,117,12.6,6,2
"4947","No","no",161.2,121,103.3,63,9.6,9,1
"4948","No","no",198.7,114,293,79,10.5,5,4
"4949","Yes","yes",136.4,93,191.5,73,14.6,4,2
"4950","No","no",162,87,243,66,1.1,5,1
"4951","No","no",189.5,108,291.1,81,11,2,3
"4952","No","no",144.4,76,200.8,101,9.3,4,0
"4953","No","no",170.1,87,225,88,10.8,3,2
"4954","Yes","no",104,104,158.8,99,8.7,5,4
"4955","No","no",119.4,99,202.7,111,11.3,7,0
"4956","No","no",204.8,100,190.9,62,2,11,1
"4957","No","no",197.8,122,106.3,115,15.1,4,1
"4958","No","no",211.1,112,179.6,110,7.2,2,0
"4959","No","no",202.6,139,81.1,86,9.8,8,1
"4960","Yes","yes",312.4,110,120.1,78,10.6,2,1
"4961","No","no",184.8,76,162,131,9.8,6,2
"4962","No","no",123.8,130,213.9,96,8.8,7,2
"4963","No","no",34.5,85,256.3,71,7.9,7,0
"4964","No","yes",140.6,114,238.7,121,9.7,4,2
"4965","No","no",150.8,105,210,102,10.7,3,0
"4966","No","no",192.1,87,133.4,79,10.7,2,1
"4967","No","no",175.7,69,208.2,68,9.5,2,0
"4968","No","no",93.3,109,176.7,104,12.1,2,0
"4969","No","no",212.1,133,195.5,124,9.5,3,2
"4970","No","no",43.3,118,185.9,120,10.6,4,0
"4971","No","no",173.1,126,231,103,10.8,1,1
"4972","No","no",115.4,96,209.3,69,17.7,4,0
"4973","No","no",190.9,92,120.8,98,11.4,6,1
"4974","No","no",234.1,105,240.6,85,11.4,4,1
"4975","No","no",102.1,74,236.2,125,14,2,1
"4976","No","no",131.9,91,205.6,121,6.8,3,1
"4977","No","no",135,122,210.4,90,19.7,4,0
"4978","No","yes",145,80,169.4,109,8.9,5,0
"4979","No","no",170.3,48,204,84,16.1,4,3
